시도명,구시군명,선거명,기초의원들
전북,남원시,구시군의원,새정치민주연합 윤지홍 / 새정치민주연합 김종관 / 새정치민주연합 전평기 / 무소속 김승곤 / 새정치민주연합 박문화 / 새정치민주연합 이정린 / 무소속 김정환 / 새정치민주연합 장종한 / 무소속 강성원 / 새정치민주연합 이석보 / 무소속 김성기 / 새정치민주연합 양희재 / 무소속 왕정안 / 무소속 양해석 / 
전북,남원시,구시군장,새정치민주연합 이환주 / 
전북,남원시,기초의원비례대표,새정치민주연합 한명숙 / 새정치민주연합 장선화 / 
전북,무주군,구시군의원,새정치민주연합 이해연 / 새정치민주연합 이한승 / 새정치민주연합 유송열 / 새정치민주연합 이성수 / 새정치민주연합 김준환 / 무소속 이대석 / 
전북,무주군,구시군장,새정치민주연합 황정수 / 
전북,무주군,기초의원비례대표,새정치민주연합 이해양 / 
전북,부안군,구시군의원,새정치민주연합 임기태 / 무소속 박병래 / 무소속 김형대 / 새정치민주연합 홍춘기 / 무소속 박천호 / 새정치민주연합 오세웅 / 새정치민주연합 이한수 / 새정치민주연합 문찬기 / 무소속 김병효 / 
전북,부안군,구시군장,무소속 김종규 / 
전북,부안군,기초의원비례대표,새정치민주연합 장은아 / 
전북,순창군,구시군의원,새정치민주연합 이기자 / 무소속 정봉주 / 새정치민주연합 전계수 / 무소속 정성균 / 새정치민주연합 조순주 / 새정치민주연합 손종석 / 무소속 김종섭 / 
전북,순창군,구시군장,새정치민주연합 황숙주 / 
전북,순창군,기초의원비례대표,새정치민주연합 신정이 / 
전북,완주군,구시군의원,새정치민주연합 윤수봉 / 무소속 최상철 / 새정치민주연합 정성모 / 새정치민주연합 최등원 / 새정치민주연합 이향자 / 새정치민주연합 박웅배 / 무소속 류영렬 / 새정치민주연합 김용찬 / 새정치민주연합 서남용 / 
전북,완주군,구시군장,무소속 박성일 / 
전북,완주군,기초의원비례대표,새정치민주연합 이인숙 / 
전북,익산시,구시군의원,새정치민주연합 최종오 / 새정치민주연합 박철원 / 정의당 김수연 / 새정치민주연합 김충영 / 새정치민주연합 김대오 / 무소속 김용균 / 새정치민주연합 박종대 / 새정치민주연합 김정수 / 새정치민주연합 조규대 / 새정치민주연합 김주헌 / 무소속 조남석 / 새정치민주연합 임병술 / 새정치민주연합 김태열 / 무소속 김연식 / 새정치민주연합 윤영숙 / 새정치민주연합 임형택 / 무소속 성신용 / 새정치민주연합 유재구 / 새정치민주연합 주유선 / 정의당 송호진 / 새정치민주연합 황호열 / 새정치민주연합 소병홍 / 
전북,익산시,구시군장,무소속 박경철 / 
전북,익산시,기초의원비례대표,새누리당 김민서 / 새정치민주연합 한동연 / 새정치민주연합 강경숙 / 
전북,임실군,구시군의원,무소속 진남근 / 무소속 문홍식 / 새정치민주연합 신대용 / 무소속 장종민 / 새정치민주연합 문영두 / 새정치민주연합 이성재 / 무소속 김왕중 / 
전북,임실군,구시군장,무소속 심민 / 
전북,임실군,기초의원비례대표,새정치민주연합 유정금 / 
전북,장수군,구시군의원,새정치민주연합 유기홍 / 새정치민주연합 김용문 / 무소속 한규태 / 새정치민주연합 오재만 / 새정치민주연합 김종문 / 무소속 정영모 / 
전북,장수군,구시군장,무소속 최용득 / 
전북,장수군,기초의원비례대표,새정치민주연합 이희숙 / 
전북,전주시덕진구,구시군의원,새정치민주연합 최찬욱 / 새정치민주연합 남관우 / 새정치민주연합 강동화 / 무소속 이명연 / 새정치민주연합 오정화 / 새정치민주연합 이병도 / 새정치민주연합 김명지 / 새정치민주연합 박혜숙 / 새정치민주연합 김남규 / 새정치민주연합 황만길 / 새정치민주연합 이병하 / 새정치민주연합 송상준 / 새정치민주연합 김진옥 / 새정치민주연합 송정훈 / 
전북,전주시완산구,구시군의원,새정치민주연합 허승복 / 무소속 김윤철 / 새정치민주연합 이기동 / 새정치민주연합 백영규 / 새정치민주연합 박병술 / 무소속 양영환 / 새정치민주연합 오평근 / 새정치민주연합 이도영 / 새정치민주연합 김현덕 / 새정치민주연합 소순명 / 무소속 장태영 / 새정치민주연합 서선희 / 무소속 이완구 / 새정치민주연합 박형배 / 새정치민주연합 박현규 / 무소속 이미숙 / 
전북,전주시완산구,구시군장,새정치민주연합 김승수 / 
전북,전주시완산구,기초의원비례대표,새누리당 김순정 / 새정치민주연합 서난이 / 새정치민주연합 고미희 / 새정치민주연합 이경신 / 
전북,정읍시,구시군의원,새정치민주연합 이익규 / 새정치민주연합 최낙삼 / 새정치민주연합 김철수 / 새정치민주연합 고경윤 / 무소속 이복형 / 새정치민주연합 정병선 / 새정치민주연합 안길만 / 새정치민주연합 김승범 / 무소속 김재오 / 새정치민주연합 유진섭 / 무소속 이도형 / 새정치민주연합 박일 / 무소속 조상중 / 새정치민주연합 이만재 / 새정치민주연합 우천규 / 
전북,정읍시,구시군장,새정치민주연합 김생기 / 
전북,정읍시,기초의원비례대표,새정치민주연합 황혜숙 / 새정치민주연합 배정자 / 
전북,진안군,구시군의원,새정치민주연합 이한기 / 무소속 김남기 / 무소속 배성기 / 새정치민주연합 박명석 / 무소속 신갑수 / 무소속 김광수 / 
전북,진안군,구시군장,무소속 이항로 / 
전북,진안군,기초의원비례대표,새정치민주연합 정옥주 / 
충남,계룡시,구시군의원,새누리당 류보선 / 새누리당 김용락 / 새정치민주연합 김미경 / 무소속 이정기 / 새누리당 김혜정 / 새정치민주연합 강흥식 / 
충남,계룡시,구시군장,새정치민주연합 최홍묵 / 
충남,계룡시,기초의원비례대표,새누리당 허남영 / 
충남,공주시,구시군의원,새누리당 윤홍중 / 새정치민주연합 우영길 / 새누리당 박기영 / 새정치민주연합 김동일 / 새누리당 한상규 / 새정치민주연합 이해선 / 새누리당 박병수 / 새정치민주연합 배찬식 / 새정치민주연합 이종운 / 
충남,공주시,구시군장,새누리당 오시덕 / 
충남,공주시,기초의원비례대표,새누리당 박선자 / 새정치민주연합 김영미 / 
충남,금산군,구시군의원,새누리당 이상헌 / 새누리당 김왕수 / 무소속 심정수 / 새누리당 박병진 / 무소속 김종학 / 새누리당 최명수 / 새누리당 전연석 / 
충남,금산군,구시군장,새누리당 박동철 / 
충남,금산군,기초의원비례대표,새누리당 황귀열 / 
충남,논산시,구시군의원,새누리당 이계천 / 새정치민주연합 백승권 / 새누리당 박승용 / 새누리당 구본선 / 새정치민주연합 김진호 / 새누리당 임종진 / 새정치민주연합 김형도 / 새누리당 이충렬 / 새누리당 문갑래 / 새정치민주연합 윤예중 / 
충남,논산시,구시군장,새정치민주연합 황명선 / 
충남,논산시,기초의원비례대표,새누리당 이금자 / 새정치민주연합 민병춘 / 
충남,당진시,구시군의원,새누리당 편명희 / 새정치민주연합 맹붕재 / 새정치민주연합 김기재 / 새누리당 이종윤 / 새정치민주연합 안효권 / 새누리당 인효식 / 새누리당 박장화 / 새누리당 정상영 / 새누리당 이재광 / 새정치민주연합 양창모 / 
충남,당진시,구시군장,새정치민주연합 김홍장 / 
충남,당진시,기초의원비례대표,새누리당 양기림 / 새정치민주연합 황선숙 / 
충남,보령시,구시군의원,새누리당 이택영 / 새누리당 박금순 / 새누리당 박상모 / 새정치민주연합 한동인 / 무소속 김한태 / 새누리당 박상배 / 새정치민주연합 임영재 / 새누리당 최은순 / 새누리당 류붕석 / 새정치민주연합 성태용 / 
충남,보령시,구시군장,새누리당 김동일 / 
충남,보령시,기초의원비례대표,새누리당 최주경 / 새정치민주연합 강인순 / 
충남,부여군,구시군의원,새누리당 이삼례 / 새누리당 김태호 / 새누리당 이대현 / 새정치민주연합 김남호 / 새누리당 장성용 / 새누리당 정태영 / 새누리당 이경영 / 새누리당 조세연 / 새누리당 김종수 / 
충남,부여군,구시군장,새누리당 이용우 / 
충남,부여군,기초의원비례대표,새누리당 유정임 / 새정치민주연합 송복섭 / 
충남,서산시,구시군의원,새누리당 장갑순 / 새정치민주연합 장승재 / 새누리당 우종재 / 새정치민주연합 유해중 / 새누리당 한규남 / 새정치민주연합 김보희 / 새누리당 김기욱 / 새누리당 김맹호 / 새정치민주연합 윤영득 / 새누리당 임설빈 / 새정치민주연합 임재관 / 
충남,서산시,구시군장,새누리당 이완섭 / 
충남,서산시,기초의원비례대표,새누리당 장은순 / 새정치민주연합 이연희 / 
충남,서천군,구시군의원,새누리당 김경제 / 새누리당 한관희 / 새정치민주연합 박노찬 / 새정치민주연합 나학균 / 새누리당 조남일 / 새누리당 이준희 / 새정치민주연합 조동준 / 무소속 오세국 / 
충남,서천군,구시군장,새누리당 노박래 / 
충남,서천군,기초의원비례대표,새누리당 오영란 / 
충남,아산시,구시군의원,새누리당 이기애 / 새누리당 현인배 / 새정치민주연합 박성순 / 새누리당 김진구 / 새정치민주연합 김영애 / 새정치민주연합 황재만 / 새누리당 유명근 / 새정치민주연합 성시열 / 새정치민주연합 오안영 / 새누리당 심상복 / 새정치민주연합 안장헌 / 새정치민주연합 유기준 / 새정치민주연합 조철기 / 
충남,아산시,구시군장,새정치민주연합 복기왕 / 
충남,아산시,기초의원비례대표,새누리당 이영해 / 새정치민주연합 김희영 / 
충남,예산군,구시군의원,새누리당 강재석 / 새누리당 이승구 / 무소속 명재학 / 새누리당 강연종 / 무소속 박응수 / 새누리당 권국상 / 새누리당 김영호 / 새누리당 유영배 / 새정치민주연합 김만겸 / 
충남,예산군,구시군장,새누리당 황선봉 / 
충남,예산군,기초의원비례대표,새누리당 백용자 / 새정치민주연합 임영혜 / 
충남,천안시동남구,구시군의원,새누리당 김연응 / 새정치민주연합 전종한 / 새누리당 서경원 / 새정치민주연합 인치견 / 새정치민주연합 조강석 / 새누리당 노희준 / 새정치민주연합 김선태 / 새누리당 안상국 / 새정치민주연합 황천순 / 새정치민주연합 박남주 / 
충남,천안시서북구,구시군의원,새누리당 유영오 / 새정치민주연합 주명식 / 새누리당 이준용 / 새정치민주연합 황기승 / 새정치민주연합 김영수 / 새누리당 정도희 / 새정치민주연합 김각현 / 새누리당 주일원 / 새정치민주연합 이종담 / 
충남,천안시서북구,구시군장,새정치민주연합 구본영 / 
충남,천안시서북구,기초의원비례대표,새누리당 이복자 / 새정치민주연합 김은나 / 새정치민주연합 엄소영 / 
충남,청양군,구시군의원,새누리당 구기수 / 새누리당 심우성 / 새누리당 임동금 / 새누리당 김종관 / 새누리당 이기성 / 무소속 김중환 / 무소속 정창용 / 
충남,청양군,구시군장,무소속 이석화 / 
충남,청양군,기초의원비례대표,새누리당 정연옥 / 
충남,태안군,구시군의원,새누리당 이용희 / 새누리당 조혁 / 새정치민주연합 김기두 / 무소속 김영인 / 새누리당 김진권 / 새누리당 박남규 / 새누리당 최영신 / 
충남,태안군,구시군장,새누리당 한상기 / 
충남,태안군,기초의원비례대표,새누리당 차윤선 / 
충남,홍성군,구시군의원,새누리당 김헌수 / 새누리당 이상근 / 새정치민주연합 최선경 / 새누리당 김덕배 / 새누리당 이병국 / 새누리당 황현동 / 무소속 윤용관 / 새누리당 이선균 / 새누리당 박만 / 
충남,홍성군,구시군장,새누리당 김석환 / 
충남,홍성군,기초의원비례대표,새누리당 방은희 / 
충북,괴산군,구시군의원,새누리당 김해영 / 새정치민주연합 윤남진 / 무소속 장용덕 / 새누리당 김영배 / 무소속 홍관표 / 새누리당 박연섭 / 무소속 신송규 / 
충북,괴산군,구시군장,무소속 임각수 / 
충북,괴산군,기초의원비례대표,새누리당 장옥자 / 
충북,단양군,구시군의원,새누리당 조선희 / 새누리당 오영탁 / 새정치민주연합 김광직 / 새누리당 이범윤 / 새누리당 천동춘 / 새정치민주연합 김영주 / 
충북,단양군,구시군장,새누리당 류한우 / 
충북,단양군,기초의원비례대표,새누리당 이명자 / 
충북,보은군,구시군의원,새누리당 고은자 / 새정치민주연합 하유정 / 새누리당 원갑희 / 새정치민주연합 최당열 / 새누리당 정경기 / 새누리당 최부림 / 무소속 박범출 / 
충북,보은군,구시군장,무소속 정상혁 / 
충북,보은군,기초의원비례대표,새누리당 박경숙 / 
충북,영동군,구시군의원,새누리당 여철구 / 새누리당 정진규 / 새정치민주연합 윤석진 / 새누리당 박계용 / 새누리당 박선용 / 새누리당 정춘택 / 새누리당 남기학 / 
충북,영동군,구시군장,새누리당 박세복 / 
충북,영동군,기초의원비례대표,새누리당 박순복 / 
충북,옥천군,구시군의원,새누리당 유재목 / 새정치민주연합 임만재 / 무소속 문병관 / 새누리당 민경술 / 새누리당 이재헌 / 새누리당 최연호 / 무소속 안효익 / 
충북,옥천군,구시군장,새누리당 김영만 / 
충북,옥천군,기초의원비례대표,새누리당 유재숙 / 
충북,음성군,구시군의원,새누리당 우성수 / 무소속 한동완 / 무소속 이상정 / 새누리당 남궁유 / 새정치민주연합 조천희 / 새누리당 윤창규 / 새정치민주연합 이대웅 / 
충북,음성군,구시군장,새누리당 이필용 / 
충북,음성군,기초의원비례대표,새누리당 김윤희 / 
충북,제천시,구시군의원,새누리당 이성진 / 새정치민주연합 홍석용 / 새누리당 성명중 / 새정치민주연합 최상귀 / 새누리당 김꽃임 / 새정치민주연합 양순경 / 새누리당 김영수 / 새정치민주연합 김동식 / 새누리당 김정문 / 새누리당 김호경 / 무소속 조덕희 / 
충북,제천시,구시군장,새정치민주연합 이근규 / 
충북,제천시,기초의원비례대표,새누리당 지은영 / 새정치민주연합 주영숙 / 
충북,증평군,구시군의원,새누리당 우종한 / 새누리당 지영섭 / 새누리당 김태우 / 새정치민주연합 장천배 / 새누리당 박석규 / 새정치민주연합 연종석 / 
충북,증평군,구시군장,새정치민주연합 홍성열 / 
충북,증평군,기초의원비례대표,새누리당 이동령 / 
충북,진천군,구시군의원,새누리당 신창섭 / 새정치민주연합 박양규 / 통합진보당 김상봉 / 새누리당 장동현 / 새누리당 안재덕 / 새정치민주연합 염정환 / 
충북,진천군,구시군장,새정치민주연합 유영훈 / 
충북,진천군,기초의원비례대표,새누리당 이영자 / 
충북,청원군,구시군의원,새누리당 김병국 / 새정치민주연합 남일현 / 새누리당 맹순자 / 새누리당 박노학 / 새정치민주연합 하재성 / 새누리당 전규식 / 새정치민주연합 변종오 / 새누리당 이우균 / 새누리당 박정희 / 새정치민주연합 신언식 / 
충북,청원군,기초의원비례대표,새누리당 윤인자 / 새정치민주연합 박금순 / 
충북,청주시상당구,구시군의원,새누리당 황영호 / 새누리당 정태훈 / 새정치민주연합 임기중 / 새누리당 박현순 / 새정치민주연합 한병수 / 새정치민주연합 김성택 / 새누리당 최진현 / 새누리당 김태수 / 새정치민주연합 최충진 / 
충북,청주시상당구,구시군장,새누리당 이승훈 / 
충북,청주시상당구,기초의원비례대표,새누리당 이유자 / 새누리당 변창수 / 새정치민주연합 김은숙 / 
충북,청주시흥덕구,구시군의원,새누리당 이완복 / 새누리당 홍순평 / 새정치민주연합 김기동 / 새누리당 안성현 / 새정치민주연합 육미선 / 새누리당 이병복 / 새정치민주연합 김용규 / 새누리당 안흥수 / 새정치민주연합 이재길 / 새누리당 김현기 / 새정치민주연합 서지한 / 새정치민주연합 박상돈 / 새누리당 남연심 / 새정치민주연합 유재곤 / 
충북,충주시,구시군의원,새누리당 김영식 / 새정치민주연합 김기철 / 새누리당 이종구 / 새정치민주연합 김헌식 / 새누리당 홍진옥 / 새누리당 정상교 / 새정치민주연합 최용수 / 새누리당 우건성 / 새누리당 윤범로 / 새누리당 정성용 / 새정치민주연합 천명숙 / 새누리당 최근배 / 새누리당 박해수 / 새누리당 이종갑 / 새누리당 이호영 / 새정치민주연합 허영옥 / 새정치민주연합 김인기 / 
충북,충주시,구시군장,새누리당 조길형 / 
충북,충주시,기초의원비례대표,새누리당 신옥선 / 새정치민주연합 권정희 / 
